Provider Id,Provider Name
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS
160064,MERCY MEDICAL CENTER-NORTH IOWA
160067,COVENANT MEDICAL CENTER
160069,MERCY MEDICAL CENTER-DUBUQUE
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS
160080,MERCY MEDICAL CENTER-CLINTON
160082,IOWA METHODIST MEDICAL CENTER
160083,MERCY MEDICAL CENTER-DES MOINES
160089,OTTUMWA REGIONAL HEALTH CENTER
160101,BROADLAWNS MEDICAL CENTER
160104,TRINITY BETTENDORF
160110,ALLEN MEMORIAL HOSPITAL
160112,SPENCER MUNICIPAL HOSPITAL
160117,THE FINLEY HOSPITAL
160122,FORT MADISON COMMUNITY HOSPITAL
160124,LAKES REGIONAL HEALTHCARE
160146,ST LUKES REGIONAL MEDICAL CENTER
160147,GRINNELL REGIONAL MEDICAL CENTER
160153,MERCY MEDICAL CENTER-SIOUX CITY
170001,NEWMAN REGIONAL HEALTH
170006,VIA CHRISTI HOSPITAL PITTSBURG INC
170009,SAINT JOHN HOSPITAL
170010,MERCY HOSPITAL OF KANSAS INDEPENDENCE
170012,SALINA REGIONAL HEALTH CENTER
170013,HAYS MEDICAL CENTER
170014,RANSOM MEMORIAL HOSPITAL
170016,ST FRANCIS HEALTH CENTER INC
170017,SUSAN B ALLEN MEMORIAL HOSPITAL
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC
170023,ST CATHERINE HOSPITAL
170027,PRATT REGIONAL MEDICAL CENTER
170033,CENTRAL KANSAS MEDICAL CENTER
170039,SUMNER REGIONAL MEDICAL CENTER
170040,UNIVERSITY OF KANSAS HOSPITAL
170049,OLATHE MEDICAL CENTER
170058,MERCY HEALTH CENTER
170068,SOUTHWEST MEDICAL CENTER
170074,GEARY COMMUNITY HOSPITAL
170075,MERCY HOSPITAL
170086,STORMONT-VAIL HEALTHCARE
170094,COFFEY COUNTY HOSPITAL
170103,NEWTON MEDICAL CENTER
170104,SHAWNEE MISSION MEDICAL CENTER
170105,MCPHERSON HOSPITAL INC
170109,MIAMI COUNTY MEDICAL CENTER
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL
170120,LABETTE HEALTH
170122,VIA CHRISTI HOSPITALS WICHITA INC
170123,WESLEY MEDICAL CENTER
170133,CUSHING MEMORIAL HOSPITAL
170137,LAWRENCE MEMORIAL HOSPITAL
170142,MERCY REGIONAL HEALTH CENTER
170145,COFFEYVILLE REGIONAL MEDICAL CENTER
170146,PROVIDENCE MEDICAL CENTER
170150,SOUTH CENTRAL KS  MED CENTER
170166,MORTON COUNTY HOSPITAL
170175,WESTERN PLAINS MEDICAL COMPLEX
170176,OVERLAND PARK REG MED CTR
170182,MENORAH MEDICAL CENTER
170183,KANSAS SURGERY & RECOVERY CENTER
170185,SAINT LUKE'S SOUTH HOSPITAL
170186,KANSAS HEART HOSPITAL
170187,SALINA SURGICAL HOSPITAL
170188,KANSAS CITY ORTHOPAEDIC INSTITUTE
170190,MANHATTAN SURGICAL HOSPITAL LLC
170191,GREAT BEND REGIONAL HOSPITAL
170192,GALICHIA HEART HOSPITAL LLC
170194,DOCTORS HOSPITAL LLC
170195,HEARTLAND SURGICAL SPEC HOSPITAL
170196,KANSAS SPINE HOSPITAL LLC
170197,KANSAS MEDICAL CENTER LLC
170198,SUMMIT SURGICAL LLC
170200,VIA CHRISTI HOSPITAL WICHITA ST TERESA INC
180001,ST ELIZABETH FT THOMAS
180002,WHITESBURG ARH HOSPITAL
180004,MUHLENBERG COMMUNITY HOSPITAL
180005,HIGHLANDS REGIONAL MEDICAL CENTER
180009,KING'S DAUGHTERS' MEDICAL CENTER
180010,SAINT JOSEPH HOSPITAL
180011,SAINT JOSEPH HOSPITAL LONDON
180012,HARDIN MEMORIAL HOSPITAL
180013,THE MEDICAL CENTER AT BOWLING GREEN
180016,JEWISH HOSPITAL - SHELBYVILLE
180017,T J SAMSON COMMUNITY HOSPITAL
180018,ST CLAIRE REGIONAL MEDICAL CENTER
180019,MEADOWVIEW REGIONAL MEDICAL CENTER
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT
180021,PINEVILLE COMMUNITY HOSPITAL
180024,SPRING VIEW HOSPITAL
180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H
180027,MURRAY-CALLOWAY COUNTY HOSPITAL
180029,HAZARD ARH REGIONAL MEDICAL CENTER
180035,ST ELIZABETH MEDICAL CENTER NORTH
180036,OUR LADY OF BELLEFONTE HOSPITAL
180038,OWENSBORO MEDICAL HEALTH SYSTEM
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE
180043,MEMORIAL HOSPITAL
180044,PIKEVILLE MEDICAL CENTER
180045,ST ELIZABETH FLORENCE
180046,BOURBON COMMUNITY HOSPITAL
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER
180049,PATTIE A CLAY REGIONAL MEDICAL CENTER
180050,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL
180051,JENNIE STUART MEDICAL CENTER
180053,FLEMING COUNTY HOSPITAL
180056,METHODIST HOSPITAL
180064,SAINT JOSEPH MOUNT STERLING
180066,LOGAN MEMORIAL HOSPITAL
180067,UNIVERSITY OF KENTUCKY HOSPITAL
180069,WILLIAMSON ARH HOSPITAL
180070,TWIN LAKES REGIONAL MEDICAL CENTER
180078,PAUL B HALL REGIONAL MEDICAL CENTER
180079,HARRISON MEMORIAL HOSPITAL
180080,BAPTIST REGIONAL MEDICAL CENTER
180087,TAYLOR REGIONAL HOSPITAL
180088,"NORTON HOSPITALS, INC"
180092,CLARK REGIONAL MEDICAL CENTER
180093,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY
180095,CRITTENDEN HEALTH SYSTEM
180101,GEORGETOWN COMMUNITY HOSPITAL
180102,LOURDES HOSPITAL
180103,CENTRAL BAPTIST HOSPITAL
180104,WESTERN BAPTIST HOSPITAL
180105,MONROE COUNTY MEDICAL CENTER
180106,"CLINTON COUNTY HOSPITAL, INC"
180115,ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR
180116,JACKSON PURCHASE MEDICAL CENTER
180117,PARKWAY REGIONAL HOSPITAL
180124,GREENVIEW REGIONAL HOSPITAL
180127,FRANKFORT REGIONAL MEDICAL CENTER
180128,THREE RIVERS MEDICAL CENTER
180130,BAPTIST HOSPITAL EAST
180132,LAKE CUMBERLAND REGIONAL HOSPITAL
180138,BAPTIST HOSPITAL NORTHEAST
180139,KENTUCKY RIVER MEDICAL CENTER
180141,UNIVERSITY OF LOUISVILLE HOSPITAL
180143,SAINT JOSEPH EAST
180149,WESTLAKE REGIONAL HOSPITAL
190001,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER
190002,LAFAYETTE GENERAL MEDICAL CENTER
190003,DAUTERIVE HOSPITAL
190004,THIBODAUX REGIONAL MEDICAL CENTER
190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUI AT NO
190006,UNIVERSITY MEDICAL CENTER
190007,NATCHITOCHES REGIONAL MEDICAL CENTER
190008,TERREBONNE GENERAL MEDICAL CENTER
190011,E A CONWAY MEDICAL CENTER
190013,WEST CALCASIEU CAMERON HOSPITAL
190014,TECHE REGIONAL MEDICAL CENTER
190015,"NORTH OAKS MEDICAL CENTER, LLC"
190017,OPELOUSAS GENERAL HEALTH SYSTEM
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL
190020,LANE REGIONAL MEDICAL CENTER
190025,SAVOY MEDICAL CENTER
190026,RAPIDES REGIONAL MEDICAL CENTER
190027,CHRISTUS ST PATRICK HOSPITAL
190034,ABBEVILLE GENERAL HOSPITAL
190036,OCHSNER FOUNDATION HOSPITAL
190037,SOUTH CAMERON MEMORIAL HOSPITAL
190039,WEST JEFFERSON MEDICAL CENTER
190040,SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER
190041,CHRISTUS SCHUMPERT HEALTH SYSTEM
190044,AMERICAN LEGION HOSPITAL
190045,ST TAMMANY PARISH HOSPITAL
190046,TOURO INFIRMARY
190050,BEAUREGARD MEMORIAL HOSPITAL
190053,JENNINGS AMERICAN LEGION HOSPITAL
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER
190060,LAKE CHARLES MEMORIAL HOSPITAL
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER
190065,BATON ROUGE GENERAL MEDICAL CENTER
190079,ST CHARLES PARISH HOSPITAL
190081,WEST CARROLL MEMORIAL HOSPITAL
190086,NORTHERN LOUISIANA MEDICAL CENTER
190088,SPRINGHILL MEDICAL CENTER
190090,WINN PARISH MEDICAL CENTER
190098,LSU HEALTH SCIENCES CENTER - SHREVEPORT
190099,AVOYELLES HOSPITAL
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC"
190106,OAKDALE COMMUNITY HOSPITAL
190111,WILLIS KNIGHTON MEDICAL CENTER
190114,HOMER MEMORIAL HOSPITAL
190116,MOREHOUSE GENERAL HOSPITAL
190118,DESOTO REGIONAL HEALTH SYSTEM
190122,EARL K LONG MEDICAL CENTER
190125,ST FRANCIS MEDICAL CENTER
190133,ALLEN PARISH HOSPITAL
190135,OCHSNER BAPTIST MEDICAL CENTER LLC
190140,FRANKLIN MEDICAL CENTER
190144,MINDEN MEDICAL CENTER
190145,LASALLE GENERAL HOSPITAL
190146,EAST JEFFERSON GENERAL HOSPITAL
190151,RICHARDSON MEDICAL CENTER
190160,GLENWOOD REGIONAL MEDICAL CENTER
190161,W O MOSS REGIONAL MEDICAL CENTER
190164,BYRD REGIONAL HOSPITAL
190167,MERCY REGIONAL MEDICAL CENTER
190175,RIVER PARISHES HOSPITAL
190176,TULANE MEDICAL CENTER
190177,LAKEVIEW REGIONAL MEDICAL CENTER
190183,LEONARD J CHABERT MEDICAL CENTER
190184,CITIZENS MEDICAL CENTER
190190,CALDWELL MEMORIAL HOSPITAL
190201,WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES
190202,OCHSNER MEDICAL CENTER-BATON ROUGE
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC"
190205,THE REGIONAL MEDICAL CENTER OF ACADIANA
190208,EAST CARROLL PARISH HOSPITAL
190218,SABINE MEDICAL CENTER
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER
190241,PHYSICIANS MEDICAL CENTER
190242,ST ELIZABETH HOSPITAL
190245,MONROE SURGICAL HOSPITAL
190246,P & S SURGICAL HOSPITAL
190250,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC"
190257,GREEN CLINIC SURGICAL HOSPITAL
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL
190263,HEART HOSPITAL OF LAFAYETTE
190266,THE NEUROMEDICAL CENTER HOSPITAL
190267,FAIRWAY MEDICAL CENTER
190270,SOUTHERN SURGICAL HOSPITAL
190273,GREATER BATON ROUGE SURGICAL HOSPITAL
190274,OCHSNER MEDICAL CENTER-KENNER LLC
190278,SPECIALISTS HOSPITAL SHREVEPORT
190297,DOCTORS HOSPITAL AT DEER CREEK LLC
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL
190303,CYPRESS POINTE SURGICAL HOSPITAL
200001,ST JOSEPH HOSPITAL
200002,MILES MEMORIAL HOSPITAL (LINCOLN COUNTY HEALTHCARE
200008,MERCY HOSPITAL
200009,MAINE MEDICAL CENTER
200018,"AROOSTOOK MEDICAL CENTER,THE"
200019,SOUTHERN MAINE MEDICAL CENTER
200020,YORK HOSPITAL
200021,MID COAST HOSPITAL
200024,CENTRAL MAINE MEDICAL CENTER
200025,PARKVIEW ADVENTIST MEDICAL CENTER
200031,CARY MEDICAL CENTER
200032,STEPHENS MEMORIAL HOSPITAL
200033,EASTERN MAINE MEDICAL CENTER
200034,ST MARYS REGIONAL MEDICAL CENTER
200037,FRANKLIN MEMORIAL HOSPITAL
200039,MAINE GENERAL MEDICAL CENTER
200040,HENRIETTA D GOODALL HOSPITAL
200041,INLAND HOSPITAL
200050,MAINE COAST MEMORIAL HOSPITAL
200052,NORTHERN MAINE MEDICAL CENTER
200063,PENOBSCOT BAY MEDICAL CENTER
210001,MERITUS MEDICAL CENTER
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER
210003,PRINCE GEORGES HOSPITAL CENTER
210004,HOLY CROSS HOSPITAL
210005,FREDERICK MEMORIAL HOSPITAL
210006,HARFORD MEMORIAL HOSPITAL
210007,SAINT JOSEPH MEDICAL CENTER
210008,MERCY MEDICAL CENTER INC
210009,"JOHNS HOPKINS HOSPITAL, THE"
210011,SAINT AGNES HOSPITAL
210012,SINAI HOSPITAL OF BALTIMORE
210013,BON SECOURS HOSPITAL
210015,FRANKLIN SQUARE HOSPITAL CENTER
210016,WASHINGTON ADVENTIST HOSPITAL
210017,GARRETT COUNTY MEMORIAL HOSPITAL
210018,MONTGOMERY GENERAL HOSPITAL INC
210019,PENINSULA REGIONAL MEDICAL CENTER
210022,SUBURBAN HOSPITAL
210023,ANNE ARUNDEL MEDICAL CENTER
210024,UNION MEMORIAL HOSPITAL
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER
210028,SAINT MARY'S HOSPITAL
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER
210030,CHESTER RIVER HOSPITAL CENTER
210032,UNION HOSPITAL OF CECIL COUNTY
210033,CARROLL HOSPITAL CENTER
210034,HARBOR HOSPITAL
210035,CIVISTA MEDICAL CENTER
210037,MEMORIAL HOSPITAL AT EASTON
210038,MARYLAND GENERAL  HOSPITAL
210039,CALVERT MEMORIAL HOSPITAL
210040,NORTHWEST HOSPITAL CENTER
210043,BALTIMORE WASHINGTON  MEDICAL CENTER
210044,GREATER BALTIMORE MEDICAL CENTER
210045,EDWARD MCCREADY MEMORIAL HOSPITAL
210048,HOWARD COUNTY GENERAL HOSPITAL
210049,UPPER CHESAPEAKE MEDICAL CENTER
210051,DOCTORS'  COMMUNITY HOSPITAL
210054,SOUTHERN MARYLAND HOSPITAL CENTER
210055,LAUREL REGIONAL MEDICAL CENTER
210056,GOOD SAMARITAN HOSPITAL
210057,SHADY GROVE ADVENTIST HOSPITAL
210058,JAMES LAWRENCE KERNAN HOSPITAL INC
210060,FORT WASHINGTON HOSPITAL
210061,ATLANTIC GENERAL HOSPITAL
220001,"HEALTHALLIANCE HOSPITALS, INC"
220002,MOUNT AUBURN HOSPITAL
220008,STURDY MEMORIAL HOSPITAL
220010,LAWRENCE GENERAL HOSPITAL
220011,CAMBRIDGE HEALTH ALLIANCE
220012,CAPE COD HOSPITAL
220015,"COOLEY DICKINSON HOSPITAL INC,THE"
220016,BAYSTATE FRANKLIN MEDICAL CENTER
220017,CARNEY HOSPITAL
220019,HARRINGTON MEMORIAL HOSPITAL
220020,SAINT ANNE'S HOSPITAL
220024,HOLYOKE MEDICAL CENTER
220029,ANNA JAQUES HOSPITAL
220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER
220031,BOSTON MEDICAL CENTER CORPORATION
220033,BEVERLY HOSPITAL CORPORATION
220035,NORTH SHORE MEDICAL CENTER
220036,ST ELIZABETH'S MEDICAL CENTER
220046,BERKSHIRE MEDICAL CENTER INC
220049,MARLBOROUGH HOSPITAL
220050,BAYSTATE MARY LANE HOSPITAL
220051,NORTH ADAMS REGIONAL HOSPITAL
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL
220058,CLINTON HOSPITAL ASSOCIATION
220060,JORDAN HOSPITAL INC
220062,ADCARE HOSPITAL OF WORCESTER INC
220063,LOWELL GENERAL HOSPITAL
220065,NOBLE HOSPITAL
220066,MERCY MEDICAL CENTER
220067,QUINCY MEDICAL CENTER
220070,HALLMARK HEALTH SYSTEM
220071,MASSACHUSETTS GENERAL HOSPITAL
220073,MORTON HOSPITAL
220074,"SOUTHCOAST HOSPITAL GROUP, INC"
220077,BAYSTATE MEDICAL CENTER
220080,HOLY FAMILY HOSPITAL
220082,SAINTS  MEDICAL CENTER INC
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
220084,EMERSON HOSPITAL
220086,BETH ISRAEL DEACONESS MEDICAL CENTER
220088,NEW ENGLAND BAPTIST HOSPITAL
220090,MILFORD REGIONAL MEDICAL CENTER
220095,HEYWOOD HOSPITAL
220098,NASHOBA VALLEY MEDICAL CENTER
220100,SOUTH SHORE HOSPITAL
220101,NEWTON-WELLESLEY HOSPITAL
220105,WINCHESTER HOSPITAL
220108,MILTON HOSPITAL INC
220110,BRIGHAM AND WOMEN'S HOSPITAL
220111,GOOD SAMARITAN MEDICAL CENTER
220116,TUFTS MEDICAL CENTER
220119,FAULKNER HOSPITAL
220126,NORWOOD HOSPITAL
220135,FALMOUTH HOSPITAL
220163,UMASS MEMORIAL MEDICAL CENTER INC
220171,LAHEY CLINIC HOSPITAL
220174,MERRIMACK VALLEY HOSPITAL
220175,METROWEST MEDICAL CENTER
220176,ST VINCENT HOSPITAL
220177,NANTUCKET COTTAGE HOSPITAL
230002,ST MARY MERCY HOSPITAL
230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL
230004,"MERCY HEALTH PARTNERS, MERCY CAMPUS"
230005,EMMA L BIXBY MEDICAL CENTER
230013,DOCTORS' HOSPITAL OF MICHIGAN
230015,THREE RIVERS HEALTH
230017,BRONSON METHODIST HOSPITAL
230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS
230020,OAKWOOD HOSPITAL AND MEDICAL CENTER
230021,"LAKELAND HOSPITAL, ST JOSEPH"
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY
230024,SINAI-GRACE HOSPITAL
230029,ST JOSEPH MERCY OAKLAND
230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT
230031,ST JOSEPH MERCY PORT HURON
230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS
230036,ALPENA REGIONAL MEDICAL CENTER
230037,HILLSDALE COMMUNITY HEALTH CENTER
230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS
230040,PENNOCK HOSPITAL
230041,MCLAREN BAY REGION
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM
230047,HENRY FORD MACOMB HOSPITAL
230053,HENRY FORD HOSPITAL
230054,MARQUETTE GENERAL HOSPITAL
230055,DICKINSON COUNTY MEMORIAL HOSPITAL
230058,MERCY HOSPITAL - GRAYLING
230059,SAINT MARY'S HEALTH CARE
230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS"
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL
230070,"COVENANT MEDICAL CENTER, INC"
230072,HOLLAND COMMUNITY HOSPITAL
230075,BRONSON BATTLE CREEK HOSPITAL
230077,ST MARY'S OF MICHIGAN MEDICAL CENTER
230078,COMMUNITY HOSPITAL
230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL
230081,MERCY HOSPITAL - CADILLAC
230085,SOUTH HAVEN COMMUNITY HOSPITAL
230089,"BEAUMONT HOSPITAL, GROSSE POINTE"
230092,ALLEGIANCE HEALTH
230093,MECOSTA COUNTY MEDICAL CENTER
230095,WEST BRANCH REGIONAL MEDICAL CENTER
230096,STURGIS HOSPITAL
230097,MUNSON MEDICAL CENTER
230099,MERCY MEMORIAL HOSPITAL SYSTEM
230100,TAWAS ST JOSEPH HOSPITAL
230101,ST FRANCIS HOSPITAL
230104,HARPER UNIVERSITY HOSPITAL
230105,NORTHERN MICHIGAN REGIONAL HOSPITAL
230106,SPECTRUM HEALTH GERBER MEMORIAL
230108,PORTAGE HEALTH HOSPITAL
230110,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN
230117,BORGESS MEDICAL CENTER
230118,HURON MEDICAL CENTER
230121,MEMORIAL HEALTHCARE
230130,WILLIAM BEAUMONT HOSPITAL
230132,HURLEY MEDICAL CENTER
230133,OTSEGO MEMORIAL HOSPITAL
230141,MCLAREN FLINT
230142,OAKWOOD ANNAPOLIS HOSPITAL
230146,HENRY FORD WYANDOTTE HOSPITAL
230151,BOTSFORD HOSPITAL
230156,ST JOSEPH MERCY HOSPITAL
230165,ST JOHN HOSPITAL AND MEDICAL CENTER
230167,MCLAREN - GREATER LANSING
230174,NORTH OTTAWA COMMUNITY HOSPITAL
230176,OAKWOOD SOUTHSHORE MEDICAL CENTER
230180,MIDMICHIGAN MEDICAL CENTER-CLARE
230193,LAPEER REGIONAL MEDICAL CENTER
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER
230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK
230207,MCLAREN OAKLAND
230208,CARSON CITY HOSPITAL
230216,PORT HURON HOSPITAL
230217,OAKLAWN HOSPITAL
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND
230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER
230230,EDWARD W SPARROW HOSPITAL
230236,METRO HEALTH HOSPITAL
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL
230241,ST JOHN RIVER DISTRICT HOSPITAL
230244,GARDEN CITY HOSPITAL
230254,CRITTENTON HOSPITAL MEDICAL CENTER
230259,CHELSEA COMMUNITY HOSPITAL
230269,WILLIAM BEAUMONT HOSPITAL-TROY
230270,OAKWOOD HERITAGE HOSPITAL
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER
230275,HEALTHSOURCE SAGINAW
230277,HURON VALLEY-SINAI HOSPITAL
230279,BRIGHTON HOSPITAL
230297,KARMANOS CANCER CENTER
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL
240001,NORTH MEMORIAL MEDICAL CENTER
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER
240004,HENNEPIN COUNTY MEDICAL CENTER
240006,OLMSTED MEDICAL CENTER
240010,MAYO CLINIC - SAINT MARYS HOSPITAL
240014,NORTHFIELD HOSPITAL
240018,FAIRVIEW RED WING HOSPITAL
240019,ESSENTIA HEALTH DULUTH
240020,CAMBRIDGE MEDICAL CENTER
240022,SANFORD  WORTHINGTON MEDICAL CENTER
240030,DOUGLAS COUNTY HOSPITAL
240036,ST CLOUD HOSPITAL
240038,UNITED HOSPITAL
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA
240044,WINONA HEALTH SERVICES
240047,ST LUKES HOSPITAL
240050,FAIRVIEW LAKES  HEALTH SERVICES
240052,LAKE REGION HEALTHCARE CORPORATION
240053,PARK NICOLLET METHODIST HOSPITAL
240056,RIDGEVIEW MEDICAL CENTER
240057,ABBOTT NORTHWESTERN HOSPITAL
240059,REGINA MEDICAL CENTER
240061,MAYO CLINIC METHODIST HOSPITAL
240063,ST JOSEPH'S HOSPITAL
240064,GRAND ITASCA CLINIC AND HOSPITAL
240066,LAKEVIEW MEMORIAL HOSPITAL
240069,OWATONNA HOSPITAL
240071,DISTRICT ONE HOSPITAL
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER
240076,BUFFALO HOSPITAL
240078,FAIRVIEW SOUTHDALE HOSPITAL
240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW"
240084,VIRGINIA REGIONAL MEDICAL CENTER
240088,RICE MEMORIAL HOSPITAL
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO
240100,SANFORD BEMIDJI MEDICAL CENTER
240101,ESSENTIA HEALTH ST MARYS
240104,ST FRANCIS REGIONAL MEDICAL CENTER
240106,REGIONS HOSPITAL
240115,MERCY HOSPITAL
240117,MAYO CLINIC HEALTH SYSTEM - AUSTIN
240132,UNITY HOSPITAL
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT
240187,HUTCHINSON AREA HEALTH CARE
240207,FAIRVIEW RIDGES HOSPITAL
240210,HEALTHEAST ST JOHN'S HOSPITAL
240213,HEALTHEAST WOODWINDS HOSPITAL
240214,MAPLE GROVE HOSPITAL
250001,UNIVERSITY OF MISSISSIPPI MED CENTER
250002,TISHOMINGO HEALTH SERVICES INC
250004,NORTH MISSISSIPPI MEDICAL CENTER
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY
250007,BILOXI REGIONAL MEDICAL CENTER
250009,MAGNOLIA REGIONAL HEALTH CENTER
250010,TIPPAH COUNTY HOSPITAL
250012,ALLIANCE HEALTHCARE SYSTEM
250015,GRENADA LAKE MEDICAL CENTER
250017,TRACE REGIONAL HOSP AND SWING BED
250019,MEMORIAL HOSPITAL AT GULFPORT
250020,WEBSTER GENERAL HOSPITAL/SWING BED
250025,GILMORE MEMORIAL HOSPITAL
250027,WINSTON MEDICAL CENTER & SWINGBED
250031,RIVER REGION HEALTH SYSTEM
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS
250036,GEORGE COUNTY HOSPITAL
250038,MADISON RIVER OAKS MEDICAL CENTER
250040,SINGING RIVER HOSPITAL
250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER
250043,NESHOBA COUNTY GENERAL HOSPITAL
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL
250049,BEACHAM MEMORIAL HOSPITAL
250050,OCH REGIONAL MEDICAL CENTER
250051,KILMICHAEL HOSPITAL
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN
250058,SOUTH CENTRAL REG MED CTR
250059,MONTFORT JONES MEMORIAL HOSPITAL
250060,JEFFERSON COUNTY HOSPITAL
250061,YALOBUSHA GENERAL HOSPITAL
250067,CLAY COUNTY MEDICAL CENTER
250069,RUSH FOUNDATION HOSPITAL
250072,CENTRAL MISSISSIPPI MEDICAL CENTER
250077,WAYNE GENERAL HOSPITAL
250078,FORREST GENERAL HOSPITAL
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL
250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS
250082,DELTA REGIONAL MEDICAL CENTER
250084,NATCHEZ REGIONAL MEDICAL CENTER
250085,MARION GENERAL HOSPITAL
250093,BOLIVAR MEDICAL CENTER
250094,WESLEY MEDICAL CENTER
250095,SOUTH SUNFLOWER COUNTY HOSPITAL
250096,CROSSGATES RIVER OAKS HOSPITAL
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER
250099,GREENWOOD LEFLORE HOSPITAL
250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC
250102,MISSISSIPPI BAPTIST MEDICAL CENTER
250104,ANDERSON REGIONAL MEDICAL CENTER
250117,HIGHLAND COMMUNITY  HOSPITAL
250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED
250123,GARDEN PARK MEDICAL CENTER
250124,MAGEE GENERAL HOSPITAL
250126,NORTH OAK REGIONAL MEDICAL CENTER
250128,TRI LAKES MEDICAL CENTER
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL
250138,RIVER OAKS HOSPITAL
250141,BAPTIST MEMORIAL HOSPITAL DESOTO
250151,ALLIANCE HEALTH CENTER
250162,HANCOCK MEDICAL CENTER
260001,ST JOHN'S REGIONAL MEDICAL CENTER
260004,COOPER COUNTY MEMORIAL HOSPITAL
260005,SSM ST JOSEPH HEALTH CENTER
260006,HEARTLAND REGIONAL MEDICAL CENTER
260009,BOTHWELL REGIONAL HEALTH CENTER
260011,ST MARYS HEALTH CENTER
260015,TWIN RIVERS REGIONAL MEDICAL CENTER
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER
260020,MERCY HOSPITAL ST LOUIS
260022,NORTHEAST REGIONAL MEDICAL CENTER
260023,JEFFERSON REGIONAL MEDICAL CENTER
260024,TEXAS COUNTY MEMORIAL HOSPITAL
260025,HANNIBAL REGIONAL HOSPITAL
